ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,7,7,MN,0,5,A,5/30/11,6/3/11,10/1/10,FIXED_NA,1610,34,0,0.642,1/1/10,7/1/10,0,3,6/22/10,FIXED_NA,Other,5,Private non-Christian,1,PK,12,650,M,0.189,0,East Coast,EXISTING,53,56,1610,1,9/23/10,9/23/10,249,249,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,1,0.081538462,0.946428571,3,M-L,Retained
HD,8,8,IL,0,4,B,5/30/11,6/3/11,11/1/10,FIXED_NA,768,31,6,0.738,3/9/10,8/31/10,5,3,2/27/10,B,Other,10,PUBLIC,0,6,8,550,J,0.476,0,East Coast,EXISTING,42,45,768,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.076363636,0.933333333,3,S-M,Retained
HD,8,8,Other,0,5,A,5/30/11,6/3/11,10/30/10,FR,1676,19,5,0.487,4/2/10,8/9/10,5,3,4/2/10,B,Other,10,PUBLIC,1,6,8,359,I,0.128,0,East Coast,EXISTING,39,42,1676,1,8/12/10,8/12/10,291,291,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.108635097,0.928571429,3,S-M,Retained
HD,9,12,CO,0,5,A,5/30/11,6/3/11,10/1/10,FIXED_NA,1827,8,2,0.615,3/1/10,10/4/10,2,2,3/2/10,B,Other,10,PUBLIC,0,PK,12,140,J,0,0,East Coast,NEW,13,15,1827,0,1/1/10,1/1/10,0,0,High,High,High->High,May,PK,High,PK->High,H,0,0.092857143,0.866666667,2,S,Churned
HD,8,8,CO,0,5,A,5/30/11,6/3/11,10/1/10,FIXED_NA,1912,18,6,0.692,3/5/10,8/5/10,9,2,3/6/10,C,Other,3,PUBLIC,1,6,12,508,K,0.308,0,East Coast,EXISTING,26,28,1912,1,9/14/10,9/14/10,258,258,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.051181102,0.928571429,2,S-M,Retained
HD,8,8,AZ,0,5,A,5/30/11,6/3/11,10/22/10,FIXED_NA,2290,2,0,0.5,4/26/10,8/17/10,0,1,4/23/10,B,Other,5,PUBLIC,1,K,8,1025,N,0.5,0,East Coast,EXISTING,4,5,2290,1,9/21/10,9/21/10,251,251,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.003902439,0.8,1,L,Retained
HD,8,0,AZ,0,5,A,5/30/11,6/3/11,10/1/10,FIXED_NA,1903,1,1,0.333,3/3/10,8/2/10,1,1,3/3/10,C,Other,5,PUBLIC,1,6,8,95,K,0.333,0,East Coast,EXISTING,3,4,1903,2,5/13/10,9/2/10,382,270,Middle,Undefined,Other,May,Middle,Middle,Middle->Middle,H,0,0.031578947,0.75,1,S,Retained
HD,8,8,Other,0,5,A,5/30/11,6/3/11,10/29/10,FIXED_NA,1943,33,5,0.846,8/4/10,8/4/10,8,3,8/4/10,C,Other,10,PUBLIC,1,Other,9,510,H,0.256,0,East Coast,EXISTING,39,42,1943,1,9/22/10,9/22/10,250,250,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.076470588,0.928571429,3,S-M,Retained
HD,7,8,AZ,0,5,A,5/30/11,6/3/11,10/15/10,FIXED_NA,2016,6,1,0.75,1/1/10,8/6/10,1,1,8/6/10,B,Other,10,PUBLIC,1,K,8,786,L,0.375,0,East Coast,NEW,8,9,2016,1,9/9/10,9/9/10,263,263,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.010178117,0.888888889,1,M-L,Churned
HC,12,12,Other,0,5,A,5/30/11,6/3/11,10/15/10,FIXED_NA,2117,14,2,0.667,1/1/10,8/10/10,0,2,8/11/10,C,Other,8,PUBLIC,0,9,12,184,C,0.286,0,East Coast,NEW,21,23,2117,0,1/1/10,1/1/10,0,0,High,High,High->High,May,High,High,High->High,H,1,0.114130435,0.913043478,2,S,Churned
HD,8,8,IL,0,4,B,5/30/11,6/3/11,11/1/10,FIXED_NA,793,28,1,0.596,1/1/10,8/30/10,1,3,8/21/10,B,Other,10,PUBLIC,0,7,8,270,J,0.298,0,East Coast,EXISTING,47,50,793,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.174074074,0.94,3,S,Retained
HC,11,11,TX,0,5,A,5/30/11,6/3/11,11/8/10,FR,2049,5,7,0.625,1/1/10,9/9/10,8,1,9/3/10,B,Dallas,8,PUBLIC,1,Other,12,2175,N,0.375,0,East Coast,EXISTING,8,9,2049,1,9/22/10,9/22/10,250,250,High,High,High->High,May,High,High,High->High,H,1,0.003678161,0.888888889,1,L,Churned
HD,6,8,Other,1,5,B,5/30/11,6/4/11,10/20/10,FIXED_NA,929,28,2,0.622,3/15/10,8/31/10,2,3,3/11/10,C,Other,10,PUBLIC,1,6,8,275,F,0.156,0,East Coast,EXISTING,45,48,929,2,5/25/10,9/29/10,370,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.163636364,0.9375,3,S,Churned
Other,4,5,CA,0,1,A,5/31/11,5/31/11,10/30/10,FR,445,20,1,0.465,5/11/10,9/14/10,3,1,4/27/10,C,Southern California,4,PUBLIC,0,K,5,377,L,0.116,0,CA History,EXISTING,43,44,445,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,0,0.114058355,0.977272727,1,S-M,Retained
HD,7,8,Other,1,3,A,5/31/11,6/2/11,10/15/10,FR,1324,9,0,0.818,1/28/10,8/9/10,0,1,1/29/10,B,Other,10,PUBLIC,1,Other,8,300,J,0.546,0,East Coast,EXISTING,11,12,1324,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.036666667,0.916666667,1,S,Churned
HD,7,8,Other,1,3,A,5/31/11,6/2/11,11/1/10,FIXED_NA,1318,7,0,0.778,2/2/10,8/11/10,0,1,2/2/10,C,Other,10,PUBLIC,1,6,8,250,G,0.333,0,East Coast,EXISTING,9,10,1318,1,9/9/10,9/9/10,264,264,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.036,0.9,1,S,Churned
HD,7,8,Other,0,3,A,5/31/11,6/2/11,10/1/10,FIXED_NA,1193,6,11,0.6,5/17/10,8/17/10,13,1,5/15/10,C,Other,10,PUBLIC,1,6,8,700,I,0.2,0,East Coast,EXISTING,10,11,1193,1,8/31/10,8/31/10,273,273,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.014285714,0.909090909,1,M-L,Churned
CD,6,8,FL,0,3,A,5/31/11,6/2/11,11/1/10,FIXED_NA,1249,5,1,1,1/1/10,8/20/10,0,1,8/19/10,FIXED_NA,Other,10,CHD,1,PK,12,340,J,0.2,0,East Coast,NEW,5,6,1249,1,9/28/10,9/28/10,245,245,Middle,Middle,Middle->Middle,May,PK,High,PK->High,C,0,0.014705882,0.833333333,1,S-M,Churned
HN,8,8,TX,0,4,A,5/31/11,6/3/11,10/31/10,FIXED_NA,1910,18,5,0.462,4/19/10,9/3/10,8,6,4/14/10,B,Houston,10,PUBLIC,1,6,8,897,J,0.385,0,East Coast,EXISTING,39,45,1910,1,9/28/10,9/28/10,245,245,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.043478261,0.866666667,6,L,Retained
HD,8,8,Other,0,4,A,5/31/11,6/3/11,10/1/10,FIXED_NA,1649,15,1,0.6,5/3/10,8/24/10,3,1,4/13/10,B,Other,10,PUBLIC,1,6,8,230,F,0.08,0,East Coast,EXISTING,25,26,1649,1,9/22/10,9/22/10,251,251,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.108695652,0.961538462,1,S,Retained
HD,8,8,Other,0,4,A,5/31/11,6/3/11,5/14/10,FR,1656,33,1,0.66,3/16/10,3/16/10,3,3,2/5/10,B,Other,10,PUBLIC,1,7,9,830,L,0.36,0,East Coast,EXISTING,50,53,1656,1,9/27/10,9/27/10,246,246,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.060240964,0.943396226,3,L,Retained
HD,8,8,Other,0,4,A,5/31/11,6/3/11,11/12/10,FIXED_NA,1549,21,4,0.677,5/11/10,8/12/10,5,1,5/12/10,C,Other,10,PUBLIC,1,Other,8,347,C,0.323,0,East Coast,EXISTING,31,32,1549,1,8/29/10,8/29/10,275,275,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.089337176,0.96875,1,S-M,Retained
HD,0,0,Other,0,4,A,5/31/11,6/3/11,10/29/10,FIXED_NA,1566,26,1,0.765,5/19/10,8/24/10,1,1,5/19/10,B,Other,10,PUBLIC,1,7,9,164,G,0.412,0,East Coast,EXISTING,34,35,1566,1,9/1/10,9/1/10,272,272,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0,0.207317073,0.971428571,1,S,Retained
HD,8,8,Other,0,4,A,5/31/11,6/3/11,10/29/10,FR,1469,7,2,0.333,3/9/10,8/31/10,3,2,3/9/10,B,Other,10,PUBLIC,0,6,8,411,F,0.143,0,East Coast,EXISTING,21,23,1469,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.051094891,0.913043478,2,S-M,Retained
Other,8,8,Other,0,4,B,5/31/11,6/3/11,10/21/10,CP,609,50,8,0.37,6/15/10,9/20/10,14,8,6/15/10,B,Other,10,PUBLIC,1,6,8,1174,J,0.163,0,East Coast,EXISTING,135,143,609,1,9/23/10,9/23/10,250,250,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.114991482,0.944055944,8,L,Retained
HC,6,8,Other,0,4,A,5/31/11,6/3/11,11/1/10,FIXED_NA,1762,7,4,0.5,4/16/10,8/9/10,4,2,4/15/10,C,Other,10,PUBLIC,1,6,8,600,E,0.286,0,East Coast,NEW,14,16,1762,1,8/23/10,8/23/10,281,281,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.023333333,0.875,2,M-L,Churned
HD,7,8,IL,1,4,A,5/31/11,6/3/11,11/1/10,FIXED_NA,1279,14,2,0.875,3/10/10,8/9/10,4,3,3/10/10,FIXED_NA,Other,7,PUBLIC,1,FIXED_NA,0,0,FIXED_NA,0.188,0,East Coast,NEW,16,19,1279,1,9/16/10,9/16/10,257,257,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,0,0,0.842105263,3,FIXED_NA,Churned
HD,7,8,CA,0,4,A,5/31/11,6/3/11,11/19/10,FIXED_NA,1650,7,4,0.438,1/1/10,10/29/10,6,2,10/29/10,C,Southern California,5,PUBLIC,1,7,8,610,M,0.313,1,East Coast,NEW,16,18,1650,1,11/9/10,11/9/10,203,203,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.026229508,0.888888889,2,M-L,Churned
HC,8,8,Other,0,4,A,5/31/11,6/3/11,11/19/10,FIXED_NA,1523,18,1,0.621,4/30/10,8/9/10,3,3,4/30/10,C,Other,10,PUBLIC,1,6,8,575,I,0.241,0,East Coast,EXISTING,29,32,1523,1,9/2/10,9/2/10,271,271,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.050434783,0.90625,3,S-M,Retained
HC,8,8,Other,0,4,A,5/31/11,6/3/11,11/1/10,FIXED_NA,1536,24,6,0.8,2/8/10,8/25/10,7,3,2/6/10,C,Other,5,PUBLIC,1,6,8,840,O,0.3,0,East Coast,EXISTING,30,33,1536,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.035714286,0.909090909,3,L,Retained
HD,8,8,Other,0,4,B,5/31/11,6/3/11,11/1/10,FR,760,88,8,0.672,3/22/10,8/30/10,9,12,2/17/10,A,Other,5,PUBLIC,1,6,8,530,Q,0.137,1,East Coast,EXISTING,131,143,760,1,10/6/10,10/6/10,237,237,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.247169811,0.916083916,12,S-M,Retained
HD,7,8,Other,0,4,A,5/31/11,6/3/11,11/12/10,FIXED_NA,1553,13,1,0.684,5/5/10,8/13/10,1,1,5/5/10,A,Other,10,PUBLIC,1,6,8,600,N,0.526,0,East Coast,EXISTING,19,20,1553,2,9/2/10,5/16/11,271,15,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.031666667,0.95,1,M-L,Retained
HD,8,8,Other,0,4,A,5/31/11,6/3/11,11/1/10,FR,1410,31,2,0.564,3/23/10,8/31/10,4,4,3/19/10,A,Other,10,PUBLIC,1,6,8,661,O,0.382,0,East Coast,EXISTING,55,59,1410,1,9/8/10,9/8/10,265,265,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.083207262,0.93220339,4,M-L,Retained
HD,7,8,Other,0,4,A,5/31/11,6/3/11,10/1/10,FIXED_NA,1396,26,3,0.867,4/19/10,8/17/10,3,2,4/14/10,A,Other,10,PUBLIC,1,6,8,928,L,0.367,0,East Coast,EXISTING,30,32,1396,1,9/2/10,9/2/10,271,271,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.032327586,0.9375,2,L,Retained
HD,8,8,TX,0,4,A,5/31/11,6/3/11,11/8/10,FIXED_NA,1587,16,2,1,5/13/10,9/20/10,2,2,5/13/10,C,Houston,10,PUBLIC,1,6,8,336,G,0.25,0,East Coast,NEW,16,18,1587,2,5/19/10,10/6/10,377,237,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047619048,0.888888889,2,S,Churned
HD,7,8,TX,1,4,A,5/31/11,6/3/11,10/15/10,FIXED_NA,1228,14,6,0.778,3/5/10,8/11/10,7,2,3/5/10,FIXED_NA,Houston,10,Catholic,1,PK,8,399,Other,0.5,0,East Coast,EXISTING,18,20,1228,1,8/31/10,8/31/10,273,273,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.045112782,0.9,2,S-M,Churned
HD,8,8,Other,0,4,B,5/31/11,6/3/11,6/1/10,FIXED_NA,743,115,12,0.737,5/11/10,9/27/10,16,19,5/5/10,B,Other,10,PUBLIC,0,6,8,1110,M,0.224,0,East Coast,EXISTING,156,175,743,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.140540541,0.891428571,19,L,Retained
HD,8,8,CO,0,4,A,5/31/11,6/3/11,10/15/10,FIXED_NA,1651,19,7,0.792,4/15/10,8/30/10,6,3,4/14/10,B,Other,10,PUBLIC,1,K,8,917,O,0.458,0,East Coast,NEW,24,27,1651,1,9/15/10,9/15/10,258,258,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.026172301,0.888888889,3,L,Retained
HD,7,8,Other,1,4,A,5/31/11,6/3/11,10/1/10,FIXED_NA,1583,2,13,0.4,2/16/10,8/25/10,15,1,1/22/10,C,Other,10,PUBLIC,1,6,8,125,G,0.2,0,East Coast,EXISTING,5,6,1583,2,5/11/10,9/13/10,385,260,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.04,0.833333333,1,S,Churned
HD,11,12,Other,0,4,A,5/31/11,6/3/11,10/15/10,FIXED_NA,1557,3,0,1,4/19/10,4/19/10,3,1,4/16/10,B,Other,8,PUBLIC,1,9,12,2000,O,0.667,0,East Coast,NEW,3,4,1557,2,8/31/10,9/14/10,273,259,High,High,High->High,May,High,High,High->High,H,0,0.0015,0.75,1,L,Churned
HD,7,8,Other,1,4,A,5/31/11,6/3/11,10/22/10,FIXED_NA,1478,34,4,0.791,1/25/10,9/10/10,4,3,1/26/10,B,Other,10,PUBLIC,1,Other,8,550,I,0.372,0,East Coast,EXISTING,43,46,1478,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.078181818,0.934782609,3,S-M,Churned
CD,7,12,TX,1,4,A,5/31/11,6/3/11,10/1/10,FIXED_NA,1592,12,1,0.923,3/5/10,8/3/10,2,1,3/4/10,FIXED_NA,Dallas,1,CHD,1,PK,12,230,I,0.539,0,East Coast,NEW,13,14,1592,2,4/12/10,8/17/10,414,287,Middle,High,Middle->High,May,PK,High,PK->High,C,0,0.056521739,0.928571429,1,S,Retained
HC,8,8,Other,0,5,A,5/31/11,6/4/11,10/1/10,FIXED_NA,1910,48,4,0.403,2/4/10,8/23/10,4,10,1/21/10,B,Other,10,PUBLIC,1,7,8,590,H,0.319,0,East Coast,EXISTING,119,129,1910,2,4/19/10,9/7/10,407,266,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.201694915,0.92248062,10,M-L,Retained
HD,8,8,Other,0,5,A,5/31/11,6/4/11,11/1/10,FR,1899,20,4,0.769,2/8/10,8/18/10,6,3,2/3/10,B,Other,10,PUBLIC,1,6,8,549,L,0.308,0,East Coast,EXISTING,26,29,1899,1,8/26/10,8/26/10,278,278,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047358834,0.896551724,3,S-M,Retained
HD,7,8,Other,1,5,A,5/31/11,6/4/11,11/1/10,FR,1680,3,1,0.375,2/8/10,8/19/10,1,2,2/6/10,C,Other,10,PUBLIC,0,Other,9,280,G,0.5,0,East Coast,EXISTING,8,10,1680,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,0,0.028571429,0.8,2,S,Churned
HC,8,8,Other,1,5,A,5/31/11,6/4/11,11/1/10,FIXED_NA,1899,39,0,0.609,2/4/10,8/26/10,0,6,2/5/10,B,Other,10,PUBLIC,1,6,8,184,I,0.25,0,East Coast,EXISTING,64,70,1899,2,3/24/10,9/8/10,433,265,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.347826087,0.914285714,6,S,Churned
HD,8,8,Other,0,5,B,5/31/11,6/4/11,10/1/10,FIXED_NA,808,14,0,0.378,3/19/10,8/20/10,2,2,3/18/10,B,Other,10,PUBLIC,1,7,12,611,K,0.297,0,East Coast,EXISTING,37,39,808,1,9/29/10,9/29/10,244,244,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.060556465,0.948717949,2,M-L,Retained
HD,8,8,CO,0,5,A,5/31/11,6/4/11,11/1/10,FR,1629,16,0,0.8,4/13/10,8/31/10,1,2,4/9/10,B,Other,10,PUBLIC,1,6,8,151,J,0.2,0,East Coast,EXISTING,20,22,1629,1,9/9/10,9/9/10,264,264,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.132450331,0.909090909,2,S,Retained
HC,8,8,TX,0,5,A,5/31/11,6/4/11,10/28/10,FR,2061,14,8,0.933,3/4/10,3/4/10,6,2,3/2/10,C,Houston,10,PUBLIC,1,6,8,150,E,0.6,0,East Coast,EXISTING,15,17,2061,1,5/19/10,5/19/10,377,377,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.1,0.882352941,2,S,Churned
HD,8,8,TX,0,4,A,5/31/11,6/4/11,10/15/10,FIXED_NA,1768,16,5,0.485,4/20/10,8/26/10,7,3,4/20/10,C,Houston,10,PUBLIC,1,7,8,266,C,0.424,0,East Coast,EXISTING,33,36,1768,1,9/7/10,9/7/10,266,266,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.12406015,0.916666667,3,S,Retained
HD,8,8,IL,0,5,B,5/31/11,6/4/11,10/15/10,FR,853,12,2,0.375,1/25/10,8/27/10,3,3,1/22/10,B,Other,10,PUBLIC,1,6,8,300,L,0.188,0,East Coast,EXISTING,32,35,853,2,5/17/10,8/24/10,379,280,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.106666667,0.914285714,3,S,Retained
HD,7,8,Other,1,5,B,5/31/11,6/4/11,10/15/10,FR,774,23,6,0.622,5/18/10,8/30/10,9,5,5/17/10,B,Other,10,PUBLIC,1,PK,8,520,I,0.189,0,East Coast,EXISTING,37,42,774,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.071153846,0.880952381,5,S-M,Churned
HC,7,8,AZ,0,5,A,5/31/11,6/4/11,12/1/10,FIXED_NA,2165,12,1,0.8,2/26/10,8/30/10,4,2,2/27/10,B,Other,10,PUBLIC,1,Other,8,470,K,0.133,0,East Coast,EXISTING,15,17,2165,1,10/5/10,10/5/10,238,238,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.031914894,0.882352941,2,S-M,Churned
HC,11,12,Other,1,5,A,5/31/11,6/4/11,10/1/10,FR,1898,20,8,0.571,5/1/09,8/27/10,8,5,4/30/09,B,Other,10,PUBLIC,1,K,12,292,J,0.429,0,East Coast,EXISTING,35,40,1898,1,5/12/09,5/12/09,749,749,High,High,High->High,May,K,High,K->High,H,0,0.119863014,0.875,5,S,Churned
HD,7,8,Other,1,5,A,5/31/11,6/4/11,10/1/10,FIXED_NA,1499,11,0,0.55,2/1/10,9/1/10,0,3,1/30/10,B,Other,10,PUBLIC,1,PK,8,248,I,0.75,0,East Coast,EXISTING,20,23,1499,2,4/19/10,9/22/10,407,251,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.080645161,0.869565217,3,S,Churned
HD,8,8,Other,0,5,A,5/31/11,6/4/11,11/1/10,FIXED_NA,1987,13,7,0.765,2/4/10,8/16/10,8,2,2/5/10,B,Other,10,PUBLIC,1,7,8,360,O,0.294,0,East Coast,EXISTING,17,19,1987,1,8/31/10,8/31/10,273,273,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.047222222,0.894736842,2,S-M,Retained
HD,8,8,Other,0,5,A,5/31/11,6/4/11,10/8/10,FIXED_NA,1715,25,4,0.581,1/26/10,8/9/10,5,3,1/26/10,B,Other,10,PUBLIC,1,6,8,509,H,0.326,0,East Coast,EXISTING,43,46,1715,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.084479371,0.934782609,3,S-M,Retained
HD,8,8,Other,0,3,B,5/31/11,6/4/11,11/15/10,FIXED_NA,688,15,2,0.79,5/14/10,5/14/10,3,1,5/14/10,C,Other,10,PUBLIC,1,6,8,550,H,0.158,0,East Coast,NEW,19,20,688,1,9/28/10,9/28/10,245,245,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.034545455,0.95,1,S-M,Retained
HD,8,8,CA,0,4,A,5/31/11,6/4/11,10/5/10,CP,1529,48,14,0.686,4/1/10,8/26/10,20,6,4/1/10,B,Southern California,10,PUBLIC,1,6,8,800,G,0.214,0,East Coast,EXISTING,70,76,1529,1,9/1/10,9/1/10,272,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.0875,0.921052632,6,M-L,Retained
HD,0,0,Other,0,4,B,5/31/11,6/4/11,10/1/10,FIXED_NA,817,24,3,0.774,3/1/10,8/13/10,4,3,3/1/10,B,Other,10,PUBLIC,1,7,12,900,J,0.161,0,East Coast,NEW,31,34,817,1,8/26/10,8/26/10,278,278,Undefined,Undefined,Undefined->Undefined,May,Middle,High,Middle->High,H,0,0.034444444,0.911764706,3,L,Retained
HD,0,0,Other,0,3,B,5/31/11,6/4/11,11/5/10,FIXED_NA,688,14,0,0.636,5/13/10,5/13/10,0,2,5/14/10,C,Other,10,PUBLIC,1,6,8,1000,Other,0.273,0,East Coast,NEW,22,24,688,1,10/19/10,10/19/10,224,224,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.022,0.916666667,2,L,Retained
CD,10,11,WA,0,5,A,5/31/11,6/4/11,10/15/10,FIXED_NA,1729,8,2,0.4,4/5/10,8/23/10,2,1,4/3/10,FIXED_NA,Pacific Northwest,10,CHD,0,PK,11,211,L,0.1,0,East Coast,NEW,20,21,1729,0,1/1/10,1/1/10,0,0,High,High,High->High,May,PK,High,PK->High,C,0,0.09478673,0.952380952,1,S,Churned
Other,6,8,CA,1,5,A,5/31/11,6/4/11,11/15/10,FIXED_NA,1774,2,1,0.286,3/29/10,9/2/10,7,2,3/27/10,FIXED_NA,Southern California,4,CHD,1,K,8,170,P,0,1,Science,NEW,7,9,1774,2,5/18/10,10/19/10,378,224,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,S,0,0.041176471,0.777777778,2,S,Retained
HD,8,8,Other,0,4,B,5/31/11,6/4/11,11/12/10,FIXED_NA,822,25,4,0.735,1/1/10,8/13/10,5,2,6/4/10,A,Other,10,PUBLIC,1,PK,8,582,O,0.265,0,East Coast,EXISTING,34,36,822,1,9/9/10,9/9/10,264,264,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.058419244,0.944444444,2,M-L,Retained
HC,8,8,CO,0,5,A,5/31/11,6/4/11,10/29/10,FR,2140,20,1,0.769,3/15/10,8/17/10,2,3,3/9/10,B,Other,10,PUBLIC,1,6,8,250,L,0.308,0,East Coast,EXISTING,26,29,2140,1,9/30/10,9/30/10,243,243,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.104,0.896551724,3,S,Retained
HD,7,8,AZ,0,5,A,5/31/11,6/4/11,10/1/10,FIXED_NA,1728,12,7,0.75,2/9/10,8/12/10,10,3,2/5/10,B,Other,10,PUBLIC,1,7,8,1310,N,0.313,0,East Coast,EXISTING,16,19,1728,2,4/1/10,9/1/10,425,272,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.01221374,0.842105263,3,L,Retained
HD,8,8,CA,0,5,A,5/31/11,6/4/11,11/8/10,FIXED_NA,1654,8,4,0.889,3/29/10,8/24/10,3,1,3/30/10,B,Northern California,5,PUBLIC,1,K,8,1111,Q,0.222,0,East Coast,EXISTING,9,10,1654,2,4/29/10,9/8/10,397,265,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.00810081,0.9,1,L,Retained
HC,8,8,Other,0,5,A,5/31/11,6/4/11,11/1/10,FIXED_NA,2226,13,1,0.867,1/1/10,8/31/10,6,3,8/25/10,C,Other,10,PUBLIC,1,6,8,594,F,0.2,0,East Coast,NEW,15,18,2226,1,9/14/10,9/14/10,259,259,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.025252525,0.833333333,3,M-L,Churned
