ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,7,8,Other,1,4,A,4/12/11,4/15/11,10/1/10,SA,1643,0,0,0,2/12/10,8/19/10,2,13,2/13/10,FIXED_NA,Other,5,CHD,1,PK,8,350,C,0,0,East Coast,EXISTING,45,58,1643,1,8/24/10,8/24/10,231,231,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.128571429,0.775862069,13,S-M,Churned
Other,8,8,CA,1,5,A,4/12/11,4/17/11,9/15/10,FR,2249,32,10,0.516,4/14/10,8/24/10,11,5,4/13/10,FIXED_NA,Southern California,5,CHD,1,PK,8,850,I,0.081,1,East Coast,EXISTING,62,67,2249,2,8/20/10,9/20/10,235,204,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,C,1,0.072941176,0.925373134,5,L,Retained
CD,8,8,Other,0,3,B,4/13/11,4/15/11,9/15/10,FR,640,19,1,0.594,3/30/10,8/9/10,1,2,3/30/10,FIXED_NA,Other,2,Catholic,1,K,8,250,I,0.188,0,East Coast,EXISTING,32,34,640,1,8/23/10,8/23/10,233,233,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.128,0.941176471,2,S,Retained
HD,8,8,MI,0,5,B,4/13/11,4/17/11,10/8/10,FIXED_NA,753,88,10,0.461,3/10/10,8/23/10,16,19,2/27/10,A,Other,5,PUBLIC,1,7,8,728,O,0.257,0,East Coast,EXISTING,191,210,753,1,9/14/10,9/14/10,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.262362637,0.90952381,19,M-L,Retained
Other,4,4,CA,0,2,A,4/14/11,4/15/11,10/20/10,CP,618,16,2,0.432,5/5/10,8/30/10,3,1,5/5/10,FIXED_NA,Southern California,5,CHD,1,PK,8,475,O,0.243,1,CA History,EXISTING,37,38,618,1,9/26/10,9/26/10,200,200,Elementary,Elementary,Elementary->Elementary,April,PK,Middle,PK->Middle,H,1,0.077894737,0.973684211,1,S-M,Retained
HN,7,7,Other,0,1,B,4/15/11,4/15/11,11/15/10,FIXED_NA,243,50,5,0.588,1/1/10,9/2/10,8,11,3/23/10,B,Other,10,PUBLIC,0,6,8,900,O,0.177,0,East Coast,EXISTING,85,96,243,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.094444444,0.885416667,11,L,Retained
HD,7,8,IL,1,3,A,4/15/11,4/17/11,10/1/10,FIXED_NA,1294,12,3,0.923,3/18/10,8/20/10,3,2,3/18/10,B,Other,10,PUBLIC,1,PK,8,375,K,0.308,0,East Coast,NEW,13,15,1294,2,4/8/10,9/8/10,372,219,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.034666667,0.866666667,2,S-M,Churned
HN,8,8,CA,0,5,A,4/15/11,4/19/11,11/1/10,FIXED_NA,2199,7,7,0.368,1/1/10,9/3/10,7,2,8/28/10,A,Northern California,5,PUBLIC,1,6,8,625,P,0.263,0,East Coast,EXISTING,19,21,2199,1,9/14/10,9/14/10,213,213,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.0304,0.904761905,2,M-L,Retained
HD,8,8,CA,0,5,A,4/15/11,4/20/11,11/15/10,FIXED_NA,1839,31,6,0.5,2/24/10,2/24/10,11,11,2/5/10,B,Southern California,5,PUBLIC,1,6,8,1021,Q,0.242,0,East Coast,EXISTING,62,73,1839,2,4/27/10,9/28/10,353,199,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.06072478,0.849315068,11,L,Retained
HC,8,8,CA,0,6,A,4/15/11,4/21/11,10/15/10,FIXED_NA,2549,30,5,0.667,4/21/10,9/1/10,3,6,2/12/10,B,Southern California,5,PUBLIC,1,6,8,1027,O,0.289,0,East Coast,EXISTING,45,51,2549,1,9/29/10,9/29/10,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.043816943,0.882352941,6,L,Retained
HD,8,8,CA,0,6,A,4/15/11,4/21/11,10/22/10,FIXED_NA,1850,21,13,0.539,4/7/10,8/25/10,15,3,4/7/10,B,Southern California,5,PUBLIC,1,7,8,650,P,0.205,0,East Coast,EXISTING,39,42,1850,1,9/16/10,9/16/10,211,211,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.06,0.928571429,3,M-L,Retained
HD,7,8,Other,1,3,A,4/16/11,4/19/11,11/1/10,FR,1294,21,0,0.636,1/1/10,9/10/09,1,4,9/10/09,B,Other,10,PUBLIC,1,6,8,305,E,0.091,0,East Coast,EXISTING,33,37,1294,1,9/30/10,9/30/10,198,198,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.108196721,0.891891892,4,S,Churned
HD,12,12,Other,0,4,B,4/16/11,4/19/11,6/8/10,SA,699,0,0,0,1/1/10,9/27/10,3,4,5/22/10,FIXED_NA,Other,10,Private non-Christian,1,PK,9,380,Q,0,0,East Coast,EXISTING,42,46,699,1,10/16/10,10/16/10,182,182,High,High,High->High,April,PK,High,PK->High,H,1,0.110526316,0.913043478,4,S-M,Retained
HN,0,0,MI,1,4,A,4/16/11,4/19/11,11/18/10,FIXED_NA,1499,23,3,0.697,1/1/10,10/8/10,2,4,10/8/10,B,Other,8,PUBLIC,1,9,12,1625,Q,0.182,0,East Coast,NEW,33,37,1499,1,10/28/10,10/28/10,170,170,Undefined,Undefined,Undefined->Undefined,April,High,High,High->High,H,0,0.020307692,0.891891892,4,L,Retained
HD,7,8,WA,0,5,A,4/16/11,4/20/11,11/1/10,FIXED_NA,2034,6,5,0.194,2/11/10,2/11/10,16,3,2/11/10,C,Pacific Northwest,10,PUBLIC,1,6,12,167,Other,0.484,0,East Coast,NEW,31,34,2034,1,3/10/10,3/10/10,402,402,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,0,0.185628743,0.911764706,3,S,Churned
HC,8,8,TX,0,5,A,4/16/11,4/20/11,10/15/10,FIXED_NA,2542,25,2,0.658,5/3/10,8/20/10,3,3,5/5/10,FIXED_NA,Houston,5,Catholic,1,7,12,784,Other,0.158,0,East Coast,EXISTING,38,41,2542,1,8/31/10,8/31/10,228,228,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.048469388,0.926829268,3,M-L,Retained
SK,8,8,Other,0,5,A,4/16/11,4/20/11,12/14/10,FIXED_NA,1799,10,2,0.476,1/1/10,11/4/10,1,2,9/17/10,B,Other,6,PUBLIC,0,6,8,800,J,0.048,0,Science,EXISTING,21,23,1799,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,1,0.02625,0.913043478,2,M-L,Retained
HD,8,8,IL,0,4,A,4/17/11,4/20/11,10/5/10,FIXED_NA,1399,35,2,0.875,1/1/10,8/20/10,2,4,8/20/10,B,Other,8,PUBLIC,0,9,12,600,K,0.2,0,East Coast,EXISTING,40,44,1399,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,High,High,High->High,H,1,0.066666667,0.909090909,4,M-L,Retained
HD,5,5,CA,0,5,A,4/17/11,4/21/11,11/1/10,FIXED_NA,2048,5,3,0.556,3/19/10,8/26/10,3,1,3/17/10,B,Northern California,4,PUBLIC,0,K,5,592,M,0.111,0,East Coast,EXISTING,9,10,2048,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Elementary,K->Elementary,H,1,0.015202703,0.9,1,M-L,Retained
HD,8,8,CA,0,5,A,4/17/11,4/21/11,10/15/10,FIXED_NA,2014,4,2,0.571,3/23/10,8/26/10,3,1,3/23/10,C,Northern California,5,PUBLIC,1,6,8,340,L,0.429,0,East Coast,NEW,7,8,2014,1,9/1/10,9/1/10,228,228,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.020588235,0.875,1,S-M,Retained
Other,6,8,Other,0,5,A,4/17/11,4/21/11,11/15/10,FIXED_NA,1830,3,2,1,3/26/10,8/26/10,6,1,3/26/10,B,Other,6,PUBLIC,1,K,8,761,L,0,0,Science,NEW,3,4,1830,2,5/11/10,9/15/10,341,214,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,S,0,0.003942181,0.75,1,M-L,Churned
HD,7,8,CA,0,5,A,4/17/11,4/21/11,11/19/10,FIXED_NA,1975,6,3,0.667,1/1/10,9/29/10,5,1,9/28/10,FIXED_NA,Southern California,10,Private non-Christian,1,K,12,175,M,0,0,East Coast,NEW,9,10,1975,1,10/12/10,10/12/10,187,187,Middle,Middle,Middle->Middle,April,K,High,K->High,H,0,0.051428571,0.9,1,S,Churned
HD,8,8,Other,0,6,A,4/17/11,4/22/11,10/19/10,FIXED_NA,1949,37,11,0.487,3/19/10,8/25/10,19,5,3/10/10,B,Other,5,PUBLIC,1,6,8,667,O,0.197,0,East Coast,EXISTING,76,81,1949,1,8/30/10,8/30/10,230,230,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.113943028,0.938271605,5,M-L,Retained
HC,7,8,CO,0,6,A,4/17/11,4/22/11,6/1/10,FR,2199,23,2,0.657,4/12/10,8/27/10,5,2,3/4/10,C,Other,10,PUBLIC,1,6,8,808,G,0.114,0,East Coast,EXISTING,35,37,2199,1,9/9/10,9/9/10,220,220,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.043316832,0.945945946,2,M-L,Retained
Other,6,8,CA,1,7,A,4/17/11,4/23/11,11/3/10,FIXED_NA,2569,10,2,0.769,6/1/10,9/23/10,3,1,5/29/10,C,Southern California,7,PUBLIC,1,6,8,2050,O,0.077,0,Other,EXISTING,13,14,2569,1,9/23/10,9/23/10,206,206,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.006341463,0.928571429,1,L,Churned
Other,9,12,CA,0,7,A,4/17/11,4/23/11,11/22/10,FIXED_NA,2569,13,2,0.722,1/1/10,9/28/10,4,2,9/24/10,C,Southern California,8,PUBLIC,1,9,12,3100,J,0.333,0,Other,NEW,18,20,2569,1,10/7/10,10/7/10,192,192,High,High,High->High,April,High,High,High->High,S,0,0.005806452,0.9,2,L,Churned
HD,7,8,Other,1,4,B,4/18/11,4/21/11,10/22/10,FIXED_NA,635,10,1,0.313,3/11/10,8/26/10,1,3,3/3/10,FIXED_NA,Other,1,Catholic,1,PK,8,158,J,0.313,0,East Coast,EXISTING,32,35,635,1,9/7/10,9/7/10,223,223,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.202531646,0.914285714,3,S,Churned
HD,6,8,Other,0,3,B,4/18/11,4/21/11,10/15/10,FIXED_NA,729,10,16,0.526,4/21/10,9/7/10,18,2,4/20/10,C,Other,10,PUBLIC,1,6,8,960,C,0.263,0,East Coast,NEW,19,21,729,2,5/18/10,9/28/10,335,202,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.019791667,0.904761905,2,L,Churned
SK,7,8,CA,1,5,A,4/18/11,4/22/11,10/29/10,FIXED_NA,1855,14,2,0.56,3/23/10,9/16/10,2,2,3/18/10,B,Southern California,6,PUBLIC,1,6,8,525,P,0.28,0,Science,EXISTING,25,27,1855,2,6/15/10,9/30/10,307,200,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.047619048,0.925925926,2,S-M,Churned
HD,6,8,CA,0,5,A,4/18/11,4/22/11,10/22/10,FIXED_NA,1892,5,1,0.417,4/7/10,8/20/10,4,1,3/26/10,B,Southern California,10,PUBLIC,1,6,8,961,M,0.25,0,East Coast,EXISTING,12,13,1892,1,10/7/10,10/7/10,193,193,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.012486993,0.923076923,1,L,Retained
HD,9,12,CA,0,5,A,4/18/11,4/22/11,10/29/10,FIXED_NA,2129,1,0,0.083,5/20/10,8/16/10,0,2,5/20/10,FIXED_NA,Northern California,10,Private non-Christian,1,6,12,105,P,0,0,East Coast,EXISTING,12,14,2129,1,8/27/10,8/27/10,234,234,High,High,High->High,April,Middle,High,Middle->High,H,0,0.114285714,0.857142857,2,S,Churned
HD,8,8,Other,0,5,A,4/18/11,4/22/11,11/1/10,FIXED_NA,2101,11,3,0.733,5/6/09,10/12/09,4,1,5/6/09,FIXED_NA,Other,1,PUBLIC,1,6,8,0,F,0.267,0,East Coast,EXISTING,15,16,2101,1,4/29/10,4/29/10,354,354,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0,0.9375,1,FIXED_NA,Retained
SK,6,8,Other,0,5,A,4/18/11,4/22/11,11/15/10,FIXED_NA,1934,9,1,0.692,2/19/10,8/17/10,2,2,2/20/10,A,Other,6,PUBLIC,1,6,8,699,P,0.385,0,Science,EXISTING,13,15,1934,2,6/1/10,9/21/10,321,209,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,0,0.018597997,0.866666667,2,M-L,Retained
HD,7,7,AZ,0,5,A,4/18/11,4/22/11,11/5/10,CP,1913,35,5,0.547,4/9/10,8/19/10,3,6,4/8/10,FIXED_NA,Other,5,Private non-Christian,1,PK,8,620,P,0.203,0,East Coast,EXISTING,64,70,1913,1,9/29/10,9/29/10,201,201,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.103225806,0.914285714,6,M-L,Retained
Other,7,8,Other,0,2,B,4/19/11,4/20/11,10/29/10,FR,399,8,0,0.276,1/1/10,9/30/10,0,2,8/20/10,C,Other,10,PUBLIC,1,PK,6,350,C,0.069,0,East Coast,EXISTING,29,31,399,1,10/19/10,10/19/10,182,182,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.082857143,0.935483871,2,S-M,Retained
Other,3,3,CA,0,3,A,4/19/11,4/21/11,10/15/10,FIXED_NA,764,18,0,0.261,5/21/10,5/21/10,2,2,5/14/10,FIXED_NA,Southern California,5,Private non-Christian,0,K,8,220,P,0.029,1,CA History,EXISTING,69,71,764,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,April,K,Middle,K->Middle,H,1,0.313636364,0.971830986,2,S,Retained
HD,7,8,CA,1,5,A,4/19/11,4/23/11,11/1/10,FIXED_NA,1999,7,3,0.636,1/1/10,9/1/10,8,2,9/1/10,C,Northern California,5,PUBLIC,1,K,8,710,O,0.273,0,East Coast,NEW,11,13,1999,1,9/14/10,9/14/10,217,217,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.015492958,0.846153846,2,M-L,Churned
HD,7,8,Other,1,4,A,4/20/11,4/23/11,10/23/10,CP,1499,33,4,0.524,1/22/10,8/24/10,6,5,9/9/09,B,Other,10,PUBLIC,1,5,8,250,K,0.381,0,East Coast,EXISTING,63,68,1499,1,9/22/10,9/22/10,210,210,Middle,Middle,Middle->Middle,April,Elementary,Middle,Elementary->Middle,H,0,0.252,0.926470588,5,S,Churned
HD,8,8,CA,0,7,A,4/22/11,4/28/11,6/1/10,FIXED_NA,2195,18,3,0.529,1/26/10,9/3/10,5,3,1/26/10,FIXED_NA,Southern California,5,Catholic,1,K,8,313,O,0.206,0,East Coast,EXISTING,34,37,2195,1,9/14/10,9/14/10,220,220,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.108626198,0.918918919,3,S,Retained
Other,3,8,Other,0,6,A,4/24/11,4/29/11,9/30/10,FIXED_NA,2499,5,2,0.208,4/22/10,10/4/10,6,2,4/22/10,B,Other,4,PUBLIC,0,K,8,165,O,0.042,0,Science,NEW,24,26,2499,0,1/1/10,1/1/10,0,0,Elementary,Middle,Elementary->Middle,April,K,Middle,K->Middle,S,0,0.145454545,0.923076923,2,S,Churned
HD,8,8,CA,0,5,A,4/24/11,4/29/11,10/31/10,FIXED_NA,1999,24,0,0.686,2/26/10,8/27/10,1,4,2/27/10,FIXED_NA,Northern California,5,Catholic,1,K,8,620,O,0.314,0,East Coast,EXISTING,35,39,1999,1,9/16/10,9/16/10,220,220,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.056451613,0.897435897,4,M-L,Retained
HD,8,8,CA,0,5,A,4/24/11,4/29/11,10/1/10,FIXED_NA,2034,27,3,0.711,2/9/10,8/30/10,3,3,1/30/10,FIXED_NA,Northern California,5,Catholic,1,K,8,325,N,0.29,0,East Coast,EXISTING,38,41,2034,1,4/12/10,4/12/10,377,377,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.116923077,0.926829268,3,S,Retained
HD,8,8,TX,1,4,A,4/25/11,4/28/11,10/15/10,FR,1810,9,2,0.643,5/25/10,8/19/10,4,2,5/26/10,FIXED_NA,Houston,10,CHD,1,PK,8,182,L,0.214,0,East Coast,EXISTING,14,16,1810,1,8/26/10,8/26/10,242,242,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.076923077,0.875,2,S,Churned
HD,6,6,CA,0,5,A,4/25/11,4/29/11,10/15/10,SA,1975,0,0,0,1/1/10,1/1/10,0,5,5/8/10,FIXED_NA,Southern California,4,Private non-Christian,1,K,6,283,M,0,0,East Coast,EXISTING,46,51,1975,1,9/3/10,9/3/10,234,234,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.16254417,0.901960784,5,S,Retained
HD,8,8,IL,0,4,B,4/25/11,4/29/11,11/10/10,FIXED_NA,769,56,1,0.539,1/1/10,9/16/10,2,18,9/15/10,C,Other,1,PUBLIC,1,7,12,2000,M,0.125,0,East Coast,NEW,104,122,769,1,10/26/10,10/26/10,181,181,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.052,0.852459016,18,L,Retained
CD,8,8,CA,0,5,A,4/25/11,4/29/11,10/15/10,FIXED_NA,1897,11,3,0.367,1/28/10,9/13/10,4,3,1/27/10,FIXED_NA,Southern California,5,CHD,0,7,12,700,Other,0.333,0,East Coast,EXISTING,30,33,1897,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,C,1,0.042857143,0.909090909,3,M-L,Retained
HD,8,8,CA,0,5,A,4/25/11,4/29/11,11/1/10,FIXED_NA,1999,15,2,0.682,2/16/10,9/16/10,5,3,2/13/10,FIXED_NA,Southern California,10,Catholic,1,K,8,172,L,0.227,0,East Coast,NEW,22,25,1999,1,7/28/10,7/28/10,271,271,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.127906977,0.88,3,S,Retained
HD,8,8,CA,0,5,A,4/25/11,4/29/11,10/15/10,FIXED_NA,2015,24,5,0.8,6/7/10,8/19/10,4,3,6/2/10,B,Northern California,5,PUBLIC,1,6,8,841,P,0.3,0,East Coast,EXISTING,30,33,2015,1,9/22/10,9/22/10,215,215,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.035671819,0.909090909,3,L,Retained
HD,6,8,CA,0,5,A,4/25/11,4/29/11,11/26/10,FIXED_NA,1999,1,5,0.077,1/1/10,10/26/10,10,1,10/22/10,FIXED_NA,Southern California,5,Catholic,1,K,8,262,K,0,0,East Coast,NEW,13,14,1999,1,11/8/10,11/8/10,168,168,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.049618321,0.928571429,1,S,Churned
CD,8,8,CA,0,5,A,4/25/11,4/30/11,10/22/10,FIXED_NA,2083,11,0,0.611,2/17/10,8/23/10,0,3,2/13/10,FIXED_NA,Northern California,5,Catholic,1,K,8,285,O,0.167,0,East Coast,EXISTING,18,21,2083,2,3/9/10,9/2/10,412,235,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,C,1,0.063157895,0.857142857,3,S,Retained
CD,8,8,WA,0,6,A,4/25/11,4/30/11,10/30/10,FIXED_NA,1899,33,5,0.402,2/18/10,9/9/10,8,7,2/18/10,FIXED_NA,Pacific Northwest,5,CHD,1,PK,12,1100,O,0.329,1,East Coast,EXISTING,82,89,1899,1,9/14/10,9/14/10,223,223,Middle,Middle,Middle->Middle,April,PK,High,PK->High,C,1,0.074545455,0.921348315,7,L,Retained
HC,8,8,CA,0,5,A,4/25/11,4/30/11,12/1/10,FIXED_NA,2487,8,4,0.444,4/2/10,8/25/10,8,3,2/3/10,B,Southern California,5,PUBLIC,1,K,8,829,O,0.222,0,East Coast,EXISTING,18,21,2487,1,9/27/10,9/27/10,210,210,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,1,0.021712907,0.857142857,3,L,Retained
HD,7,8,Other,1,4,B,4/26/11,4/29/11,11/1/10,FIXED_NA,930,5,0,0.5,1/1/10,8/30/10,0,1,8/28/10,FIXED_NA,Other,10,Private non-Christian,0,PK,8,180,F,0,0,East Coast,EXISTING,10,11,930,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.055555556,0.909090909,1,S,Churned
HD,7,8,Other,1,4,B,4/26/11,4/29/11,6/1/10,SA,930,0,0,0,5/27/10,5/27/10,1,1,2/5/10,FIXED_NA,Other,10,Private non-Christian,0,PK,8,180,F,0,0,East Coast,EXISTING,20,21,930,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,0,0.111111111,0.952380952,1,S,Churned
HD,8,8,FL,0,4,A,4/26/11,4/29/11,10/1/10,FIXED_NA,1516,2,2,0.667,4/26/10,8/23/10,1,1,4/24/10,C,Other,1,PUBLIC,1,6,8,673,C,0,0,East Coast,EXISTING,3,4,1516,1,5/13/10,5/13/10,348,348,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.004457652,0.75,1,M-L,Retained
HD,7,7,IL,0,4,A,4/26/11,4/30/11,10/22/10,FIXED_NA,1455,54,8,0.667,4/26/10,8/19/10,8,8,4/24/10,B,Other,10,PUBLIC,1,6,8,822,N,0.173,0,East Coast,EXISTING,81,89,1455,1,9/16/10,9/16/10,222,222,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.098540146,0.91011236,8,L,Retained
HD,7,8,CA,0,5,A,4/26/11,4/30/11,11/1/10,FIXED_NA,2170,2,1,0.25,3/17/10,9/3/10,4,1,3/6/10,C,Northern California,5,PUBLIC,1,K,8,796,Other,0.25,0,East Coast,NEW,8,9,2170,2,3/31/10,9/2/10,391,236,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.010050251,0.888888889,1,M-L,Churned
HD,7,8,CA,0,5,A,4/26/11,4/30/11,11/15/10,FIXED_NA,1952,2,2,0.2,5/14/10,8/17/10,3,1,5/15/10,FIXED_NA,Northern California,5,Catholic,1,K,8,188,E,0.5,0,East Coast,NEW,10,11,1952,1,8/26/10,8/26/10,243,243,Middle,Middle,Middle->Middle,April,K,Middle,K->Middle,H,0,0.053191489,0.909090909,1,S,Churned
HD,7,8,CA,0,5,A,4/26/11,4/30/11,10/1/10,FIXED_NA,1999,4,5,0.571,3/23/10,8/23/10,7,2,3/18/10,C,Northern California,10,PUBLIC,1,7,8,792,H,0,0,East Coast,NEW,7,9,1999,2,4/14/10,9/1/10,377,237,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.008838384,0.777777778,2,M-L,Churned
HD,9,10,OR,0,5,A,4/26/11,4/30/11,10/1/10,FIXED_NA,1868,2,4,0.286,5/14/10,9/2/10,4,1,5/14/10,C,Pacific Northwest,8,PUBLIC,1,9,12,875,H,0.143,0,East Coast,NEW,7,8,1868,1,9/7/10,9/7/10,231,231,High,High,High->High,April,High,High,High->High,H,0,0.008,0.875,1,L,Churned
HD,8,8,FL,0,5,B,4/26/11,4/30/11,10/1/10,FIXED_NA,815,36,5,0.507,5/13/10,8/13/10,6,8,5/13/10,B,Other,10,PUBLIC,1,6,8,812,L,0.155,0,East Coast,EXISTING,71,79,815,1,9/9/10,9/9/10,229,229,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.087438424,0.898734177,8,L,Retained
HD,7,8,CA,1,5,A,4/26/11,4/30/11,10/15/10,FIXED_NA,1895,24,7,0.5,2/26/10,8/16/10,7,3,2/20/10,B,Northern California,5,PUBLIC,1,5,12,360,O,0.229,0,East Coast,EXISTING,48,51,1895,1,9/22/10,9/22/10,216,216,Middle,Middle,Middle->Middle,April,Elementary,High,Other,H,0,0.133333333,0.941176471,3,S-M,Churned
HC,7,8,Other,0,5,A,4/26/11,4/30/11,10/1/10,FIXED_NA,1659,32,9,0.821,1/1/10,9/7/10,11,5,9/4/10,C,Other,10,PUBLIC,1,6,8,370,J,0.154,0,East Coast,NEW,39,44,1659,1,9/15/10,9/15/10,223,223,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,0,0.105405405,0.886363636,5,S-M,Retained
HD,8,8,MI,0,3,A,4/27/11,4/29/11,10/15/10,FR,1133,38,11,0.731,4/22/10,8/30/10,11,4,4/22/10,B,Other,5,PUBLIC,1,6,8,1300,J,0.308,0,East Coast,EXISTING,52,56,1133,1,9/23/10,9/23/10,216,216,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,H,1,0.04,0.928571429,4,L,Retained
HD,8,8,Other,0,3,B,4/30/11,5/4/11,10/15/10,FIXED_NA,839,53,11,0.616,3/1/10,9/10/10,13,5,2/21/10,A,Other,10,PUBLIC,0,7,9,1500,O,0.302,0,East Coast,EXISTING,86,91,839,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,High,Middle->High,H,1,0.057333333,0.945054945,5,L,Retained
SK,8,8,AZ,0,5,A,4/30/11,5/4/11,1/25/11,FIXED_NA,1888,3,2,0.75,1/1/10,1/1/10,5,1,12/14/10,B,Other,6,PUBLIC,0,6,8,673,N,0,0,Science,EXISTING,4,5,1888,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,April,Middle,Middle,Middle->Middle,S,1,0.005943536,0.8,1,M-L,Retained
HD,7,7,CA,0,7,A,4/30/11,5/6/11,11/1/10,FIXED_NA,2522,26,2,0.703,4/14/10,8/24/10,4,5,3/24/10,FIXED_NA,Northern California,5,Private non-Christian,1,PK,8,350,Q,0.108,0,East Coast,EXISTING,37,42,2522,1,10/26/10,10/26/10,186,186,Middle,Middle,Middle->Middle,April,PK,Middle,PK->Middle,H,1,0.105714286,0.880952381,5,S-M,Retained
Other,3,7,OR,1,7,A,4/30/11,5/6/11,10/15/10,FIXED_NA,2519,7,0,0.389,3/18/10,8/31/10,0,2,3/16/10,C,Pacific Northwest,4,PUBLIC,1,K,6,325,G,0.389,0,Science,EXISTING,18,20,2519,1,8/24/10,8/24/10,249,249,Elementary,Middle,Elementary->Middle,April,K,Middle,K->Middle,S,0,0.055384615,0.9,2,S,Churned
